!!!ObjTables DocumentName='' Name='' ObjTablesVersion='1.0' Date='2021-3-30' schema='SBtab' objTablesVersion='1.0.1'
!!ObjTables TableID='compartment' Document='Escherichia_coli_iCH360_wo_exchange' TableType='Compartment' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compartment' name='Compartment' objTablesVersion='1.0.1'
!ID	!Name	!Size	!Unit	!SBOTerm
c	cytosol	nan		
e	extracellular space	nan		
p	periplasm	nan		

!!ObjTables TableID='compound' Document='Escherichia_coli_iCH360_wo_exchange' TableType='Compound' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compound' name='Compound' objTablesVersion='1.0.1'
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:bigg_metabolite	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:inchi_key	!Identifiers:kegg_compound	!Identifiers:metanetx_chemical	!Identifiers:reactome_compound	!Identifiers:sabiork	!Identifiers:seed_compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg_drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:slm	!Identifiers:kegg_glycan
G_b2421	G_b2421	cysM	True	G_b2421	ABE-0007982	EG10193	946888	16130347	b2421	cysM	ECK2416	P16703
G_b2235	G_b2235	nrdB	True	G_b2235	ABE-0007386	EG10661	946732	16130170	b2235	nrdB	ftsB	P69924
G_b2414	G_b2414	cysK	True	G_b2414	ABE-0007957	EG10192	946877	16130340	b2414	cysK	JW2407	P0ABK5
G_b4214	G_b4214	cysQ	True	G_b4214	ABE-0013786	EG10043	948728	16132036	b4214	cysQ	amtA	P22255
G_b3781	G_b3781	trxA	True	G_b3781	ABE-0012357	EG11031	948289	67005950	b3781	trxA	dasC	P0AA25
G_b2762	G_b2762	cysH	True	G_b2762	ABE-0009057	EG10189	947230	16130669	b2762	cysH	ECK2757	P17854
G_b2582	G_b2582	trxC	True	G_b2582	ABE-0008501	EG11887	947062	16130507	b2582	trxC	ECK2580	P0AGG4
G_b2234	G_b2234	nrdA	True	G_b2234	ABE-0007383	EG10660	946612	16130169	b2234	nrdA	ECK2226	P00452
G_b4024	G_b4024	lysC	True	G_b4024	ABE-0013156	EG10550	948531	16131850	b4024	lysC	apk	P08660
G_b0002	G_b0002	thrA	True	G_b0002	ABE-0000008	EG10998	945803	16127996	b0002	thrA	JW0001	P00561
G_b2827	G_b2827	thyA	True	G_b2827	ABE-0009268	EG11002	949035	16130731	b2827	thyA	JW2795	P0A884
G_b3940	G_b3940	metL	True	G_b3940	ABE-0012889	EG10590	948433	16131778	b3940	metL	JW3911	P00562
G_b3433	G_b3433	asd	True	G_b3433	ABE-0011211	EG10088	947939	16131307	b3433	asd	ECK3419	P0A9Q9
G_b2838	G_b2838	lysA	True	G_b2838	ABE-0009309	EG10549	947313	16130742	b2838	lysA	JW2806	P00861
G_b1693	G_b1693	aroD	True	G_b1693	ABE-0005653	EG10076	946210	16129649	b1693	aroD	ECK1691	P05194
G_b3124	G_b3124	garK	True	G_b3124	ABE-0010271	EG11175	947632	145698314	b3124	garK	yhaD	P23524
G_b3236	G_b3236	mdh	True	G_b3236	ABE-0010613	EG10576	947854	16131126	b3236	mdh	JW3205	P61889
G_b1612	G_b1612	fumA	True	G_b1612	ABE-0005392	EG10356	946826	16129570	b1612	fumA	ECK1607	P0AC33
G_b1611	G_b1611	fumC	True	G_b1611	ABE-0005380	EG10358	946147	16129569	b1611	fumC	ECK1606	P05042
G_b1098	G_b1098	tmk	True	G_b1098	ABE-0003714	EG12302	945663	16129061	b1098	tmk	ECK1084	P0A720
G_b4122	G_b4122	fumB	True	G_b4122	ABE-0013501	EG10357	948642	16131948	b4122	fumB	ECK4115	P14407
G_b0888	G_b0888	trxB	True	G_b0888	ABE-0003018	EG11032	949054	16128855	b0888	trxB	ECK0879	P0A9P4
G_b0907	G_b0907	serC	True	G_b0907	ABE-0003093	EG10946	945527	16128874	b0907	serC	pdxF	P23721
G_b0522	G_b0522	purK	True	G_b0522	ABE-0001794	EG10796	945153	16128506	b0522	purK	purE2	P09029
G_b1779	G_b1779	gapA	True	G_b1779	ABE-0005920	EG10367	947679	16129733	b1779	gapA	JW1768	P0A9B2
G_b2029	G_b2029	gnd	True	G_b2029	ABE-0006737	EG10411	946554	16129970	b2029	gnd	ECK2024	P00350
G_b2463	G_b2463	maeB	True	G_b2463	ABE-0008111	EG14193	946947	16130388	b2463	maeB	ypfF	P76558
G_b3960	G_b3960	argH	True	G_b3960	ABE-0012969	EG11223	948463	16131798	b3960	argH	ECK3951	P11447
G_b0033	G_b0033	carB	True	G_b0033	ABE-0000121	EG10135	944775	16128027	b0033	carB	pyrA	P00968
G_b0032	G_b0032	carA	True	G_b0032	ABE-0000118	EG10134	949025	16128026	b0032	carA	arg	P0A6F1
G_b3172	G_b3172	argG	True	G_b3172	ABE-0010428	EG10068	947590	16131063	b3172	argG	Arg6	P0A6E4
G_b0242	G_b0242	proB	True	G_b0242	ABE-0000830	EG10768	946425	16128228	b0242	proB	pro	P0A7B5
G_b0074	G_b0074	leuA	True	G_b0074	ABE-0000267	EG11226	947465	16128068	b0074	leuA	ECK0076	P09151
G_b3958	G_b3958	argC	True	G_b3958	ABE-0012964	EG10065	948455	16131796	b3958	argC	JW3930	P11446
G_b1091	G_b1091	fabH	True	G_b1091	ABE-0003696	EG10277	946003	16129054	b1091	fabH	JW1077	P0A6R0
G_b2251	G_b2251	nudI	True	G_b2251	ABE-0007449	EG13275	946740	16130186	b2251	nudI	ECK2244	P52006
G_b3962	G_b3962	sthA	True	G_b3962	ABE-0012975	EG11428	948461	90111670	b3962	sthA	sth	P27306
G_b2763	G_b2763	cysI	True	G_b2763	ABE-0009061	EG10190	947231	16130670	b2763	cysI	JW2733	P17846
G_b0386	G_b0386	proC	True	G_b0386	ABE-0001338	EG10769	945034	16128371	b0386	proC	pro	P0A9L8
G_b2764	G_b2764	cysJ	True	G_b2764	ABE-0009063	EG10191	947239	16130671	b2764	cysJ	ECK2759	P38038
G_b2323	G_b2323	fabB	True	G_b2323	ABE-0007675	EG10274	946799	16130258	b2323	fabB	fabC	P0A953
G_b2507	G_b2507	guaA	True	G_b2507	ABE-0008254	EG10420	947334	16130432	b2507	guaA	ECK2503	P04079
G_b2478	G_b2478	dapA	True	G_b2478	ABE-0008163	EG10205	946952	16130403	b2478	dapA	ECK2474	P0A6L2
G_b1302	G_b1302	puuE	True	G_b1302	ABE-0004380	EG13187	945446	16129263	b1302	puuE	goaG	P50457
G_b2662	G_b2662	gabT	True	G_b2662	ABE-0008760	EG10361	948067	16130576	b2662	gabT	JW2637	P22256
G_b2415	G_b2415	ptsH	True	G_b2415	ABE-0007962	EG10788	946886	16130341	b2415	ptsH	iex?	P0AA04
G_b0485	G_b0485	glsA	True	G_b0485	ABE-0001688	EG13247	946187	16128469	b0485	glsA	JW0474	P77454
G_b2416	G_b2416	ptsI	True	G_b2416	ABE-0007967	EG10789	946879	16130342	b2416	ptsI	JW2409	P08839
G_b1524	G_b1524	glsB	True	G_b1524	ABE-0005086	EG13816	944973	16129483	b1524	glsB	ECK1517	P0A6W0
G_b2312	G_b2312	purF	True	G_b2312	ABE-0007631	EG10794	946794	16130247	b2312	purF	JW2309	P0AG16
G_b0171	G_b0171	pyrH	True	G_b0171	ABE-0000582	EG11539	944989	16128164	b0171	pyrH	JW0166	P0A7E9
G_b3117	G_b3117	tdcB	True	G_b3117	ABE-0010249	EG10990	947633	16131010	b3117	tdcB	JW3088	P0AGF6
G_b0273	G_b0273	argF	True	G_b0273	ABE-0000939	EG10067	944844	16128258	b0273	argF	argD	P06960
G_b2780	G_b2780	pyrG	True	G_b2780	ABE-0009112	EG10810	946116	16130687	b2780	pyrG	ECK2774	P0A7E5
G_b4254	G_b4254	argI	True	G_b4254	ABE-0013927	EG10069	948774	16132076	b4254	argI	ECK4247	P04391
G_b2500	G_b2500	purN	True	G_b2500	ABE-0008232	EG10799	946973	16130425	b2500	purN	ade	P08179
G_b3774	G_b3774	ilvC	True	G_b3774	ABE-0012331	EG10495	948286	16131632	b3774	ilvC	JW3747	P05793
G_b2316	G_b2316	accD	True	G_b2316	ABE-0007648	EG10217	946796	16130251	b2316	accD	usg	P0A9Q5
G_b3255	G_b3255	accB	True	G_b3255	ABE-0010675	EG10275	947758	16131143	b3255	accB	JW3223	P0ABD8
G_b0185	G_b0185	accA	True	G_b0185	ABE-0000630	EG11647	944895	16128178	b0185	accA	ECK0184	P0ABD5
G_b3256	G_b3256	accC	True	G_b3256	ABE-0010677	EG10276	947761	16131144	b3256	accC	fabG	P24182
G_b4005	G_b4005	purD	True	G_b4005	ABE-0013095	EG10792	948504	16131835	b4005	purD	ECK3997	P15640
G_b2557	G_b2557	purL	True	G_b2557	ABE-0008412	EG10797	947032	49176239	b2557	purL	purI	P15254
G_b3957	G_b3957	argE	True	G_b3957	ABE-0012955	EG11286	948456	16131795	b3957	argE	argA	P23908
G_b4177	G_b4177	purA	True	G_b4177	ABE-0013672	EG10790	948695	16131999	b4177	purA	JW4135	P0A7D4
G_b4161	G_b4161	rsgA	True	G_b4161	ABE-0013626	EG12479	948674	90111696	b4161	rsgA	engC	P39286
G_b0675	G_b0675	umpH	True	G_b0675	ABE-0002296	EG10634	945283	16128651	b0675	umpH	ECK0663	P0AF24
G_b3744	G_b3744	asnA	True	G_b3744	ABE-0012242	EG10091	948258	16131612	b3744	asnA	JW3722	P00963
G_b0674	G_b0674	asnB	True	G_b0674	ABE-0002292	EG10092	945281	16128650	b0674	asnB	ECK0662	P22106
G_b4244	G_b4244	pyrI	True	G_b4244	ABE-0013889	EG10811	948763	16132066	b4244	pyrI	JW4203	P0A7F3
G_b4245	G_b4245	pyrB	True	G_b4245	ABE-0013892	EG10805	948767	16132067	b4245	pyrB	JW4204	P0A786
G_b1852	G_b1852	zwf	True	G_b1852	ABE-0006171	EG11221	946370	16129805	b1852	zwf	ECK1853	P0AC53
G_b1092	G_b1092	fabD	True	G_b1092	ABE-0003698	EG11317	945766	16129055	b1092	fabD	tfpA	P0AAI9
G_b3809	G_b3809	dapF	True	G_b3809	ABE-0012442	EG10209	948364	90111650	b3809	dapF	ECK3804	P0A6K1
G_b0031	G_b0031	dapB	True	G_b0031	ABE-0000112	EG10206	944762	16128025	b0031	dapB	ECK0032	P04036
G_b0003	G_b0003	thrB	True	G_b0003	ABE-0000010	EG10999	947498	16127997	b0003	thrB	ECK0003	P00547
G_b1748	G_b1748	astC	True	G_b1748	ABE-0005824	EG13999	946255	16129702	b1748	astC	ydjW	P77581
G_b3359	G_b3359	argD	True	G_b3359	ABE-0010976	EG10066	947864	16131238	b3359	argD	ECK3347	P18335
G_b0004	G_b0004	thrC	True	G_b0004	ABE-0000012	EG11000	945198	16127998	b0004	thrC	ECK0004	P00934
G_b4013	G_b4013	metA	True	G_b4013	ABE-0013121	EG10581	948513	16131839	b4013	metA	ECK4005	P07623
G_b2601	G_b2601	aroF	True	G_b2601	ABE-0008549	EG10078	947084	16130522	b2601	aroF	ECK2598	P00888
G_b3565	G_b3565	xylA	True	G_b3565	ABE-0011639	EG11074	948141	16131436	b3565	xylA	ECK3554	P00944
G_b0754	G_b0754	aroG	True	G_b0754	ABE-0002560	EG10079	945605	16128722	b0754	aroG	ECK0743	P0AB91
G_b1704	G_b1704	aroH	True	G_b1704	ABE-0005686	EG10080	946229	16129660	b1704	aroH	ECK1702	P00887
G_b4015	G_b4015	aceA	True	G_b4015	ABE-0013128	EG10022	948517	16131841	b4015	aceA	ECK4007	P0A9G6
G_b2750	G_b2750	cysC	True	G_b2750	ABE-0009023	EG10185	947221	16130657	b2750	cysC	JW2720	P0A6J1
G_b2904	G_b2904	gcvH	True	G_b2904	ABE-0009534	EG10371	947393	16130806	b2904	gcvH	ECK2899	P0A6T9
G_b0116	G_b0116	lpd	True	G_b0116	ABE-0000404	EG10543	944854	16128109	b0116	lpd	JW0112	P0A9P0
G_b2905	G_b2905	gcvT	True	G_b2905	ABE-0009536	EG11442	947390	16130807	b2905	gcvT	JW2873	P27248
G_b1622	G_b1622	malY	True	G_b1622	ABE-0005432	EG10564	945937	16129580	b1622	malY	JW1614	P23256
G_b2903	G_b2903	gcvP	True	G_b2903	ABE-0009531	EG11810	947394	16130805	b2903	gcvP	ECK2898	P33195
G_b3939	G_b3939	metB	True	G_b3939	ABE-0012887	EG10582	948434	16131777	b3939	metB	JW3910	P00935
G_b4014	G_b4014	aceB	True	G_b4014	ABE-0013125	EG10023	948512	16131840	b4014	aceB	JW3974	P08997
G_b0241	G_b0241	phoE	True	G_b0241	ABE-0000823	EG10729	944926	16128227	b0241	phoE	JW0231	P02932
G_b0929	G_b0929	ompF	True	G_b0929	ABE-0003153	EG10671	945554	16128896	b0929	ompF	JW0912	P02931
G_b2976	G_b2976	glcB	True	G_b2976	ABE-0009767	EG20080	948857	16130876	b2976	glcB	ECK2970	P37330
G_b1377	G_b1377	ompN	True	G_b1377	ABE-0004608	EG13375	946313	16129338	b1377	ompN	JW1371	P77747
G_b2215	G_b2215	ompC	True	G_b2215	ABE-0007321	EG10670	946716	16130152	b2215	ompC	par	P06996
G_b3956	G_b3956	ppc	True	G_b3956	ABE-0012950	EG10756	948457	16131794	b3956	ppc	JW3928	P00864
G_b0957	G_b0957	ompA	True	G_b0957	ABE-0003240	EG10669	945571	16128924	b0957	ompA	ECK0948	P0A910
G_b0822	G_b0822	ybiV	True	G_b0822	ABE-0002807	EG13327	945432	16128790	b0822	ybiV	ECK0812	P75792
G_b1319	G_b1319	ompG	True	G_b1319	ABE-0004425	EG13428	945889	16129280	b1319	ompG	JW1312	P76045
G_b3608	G_b3608	gpsA	True	G_b3608	ABE-0011795	EG20091	948125	16131479	b3608	gpsA	ECK3598	P0A6S7
G_b3875	G_b3875	ompL	True	G_b3875	ABE-0012659	EG13374	948366	16131715	b3875	ompL	JW3846	P76773
G_b2752	G_b2752	cysD	True	G_b2752	ABE-0009029	EG10186	947217	16130659	b2752	cysD	JW2722	P21156
G_b2751	G_b2751	cysN	True	G_b2751	ABE-0009026	EG10194	947219	16130658	b2751	cysN	JW2721	P23845
G_b0726	G_b0726	sucA	True	G_b0726	ABE-0002478	EG10979	945303	16128701	b0726	sucA	ECK0714	P0AFG3
G_b0727	G_b0727	sucB	True	G_b0727	ABE-0002480	EG10980	945307	16128702	b0727	sucB	ECK0715	P0AFG6
G_b1602	G_b1602	pntB	True	G_b1602	ABE-0005352	EG10745	946144	16129560	b1602	pntB	JW1594	P0AB67
G_b1603	G_b1603	pntA	True	G_b1603	ABE-0005354	EG10744	946628	16129561	b1603	pntA	ECK1598	P07001
G_b2019	G_b2019	hisG	True	G_b2019	ABE-0006713	EG10449	946549	16129960	b2019	hisG	JW2001	P60757
G_b2020	G_b2020	hisD	True	G_b2020	ABE-0006715	EG10447	946531	16129961	b2020	hisD	ECK2015	P06988
G_b2022	G_b2022	hisB	True	G_b2022	ABE-0006720	EG10445	946552	90111373	b2022	hisB	ECK2017	P06987
G_b1207	G_b1207	prs	True	G_b1207	ABE-0004054	EG10774	945772	16129170	b1207	prs	ECK1195	P0A717
G_b4388	G_b4388	serB	True	G_b4388	ABE-0014393	EG10945	948913	16132205	b4388	serB	ECK4380	P0AGB0
G_b3528	G_b3528	dctA	True	G_b3528	ABE-0011527	EG20044	948039	16131400	b3528	dctA	out	P0A830
G_b0010	G_b0010	satP	True	G_b0010	ABE-0000032	EG11512	944792	16128004	b0010	satP	yaaH	P0AC98
G_b2417	G_b2417	crr	True	G_b2417	ABE-0007971	EG10165	946880	16130343	b2417	crr	iex	P69783
G_b2422	G_b2422	cysA	True	G_b2422	ABE-0007986	EG10183	946889	16130348	b2422	cysA	JW2415	P16676
G_b2425	G_b2425	cysP	True	G_b2425	ABE-0007992	EG10195	946883	16130350	b2425	cysP	JW2418	P16700
G_b0763	G_b0763	modA	True	G_b0763	ABE-0002601	EG12427	945364	16128731	b0763	modA	JW0746	P37329
G_b3917	G_b3917	sbp	True	G_b3917	ABE-0012794	EG10929	948411	16131755	b3917	sbp	ECK3909	P0AG78
G_b0764	G_b0764	modB	True	G_b0764	ABE-0002603	EG10002	945361	16128732	b0764	modB	chlJ	P0AF01
G_b2423	G_b2423	cysW	True	G_b2423	ABE-0007988	EG10198	2847743	90111430	b2423	cysW	JW2416	P0AEB0
G_b0765	G_b0765	modC	True	G_b0765	ABE-0002605	EG10152	945362	16128733	b0765	modC	JW0748	P09833
G_b2424	G_b2424	cysU	True	G_b2424	ABE-0007990	EG10197	946882	16130349	b2424	cysU	JW2417	P16701
G_b2913	G_b2913	serA	True	G_b2913	ABE-0009561	EG10944	945258	16130814	b2913	serA	JW2880	P0A9T0
G_b1101	G_b1101	ptsG	True	G_b1101	ABE-0003722	EG10787	945651	16129064	b1101	ptsG	ECK1087	P69786
G_b1818	G_b1818	manY	True	G_b1818	ABE-0006056	EG10568	946332	16129772	b1818	manY	ptsP	P69801
G_b1817	G_b1817	manX	True	G_b1817	ABE-0006054	EG10567	946334	16129771	b1817	manX	ptsL	P69797
G_b1819	G_b1819	manZ	True	G_b1819	ABE-0006058	EG10569	946342	345452720	b1819	manZ	JW1808	P69805
G_b2587	G_b2587	kgtP	True	G_b2587	ABE-0008515	EG10522	947069	16130512	b2587	kgtP	witA	P0AE3
G_b4031	G_b4031	xylE	True	G_b4031	ABE-0013189	EG11076	948529	16131857	b4031	xylE	JW3991	P0AGF4
G_b1654	G_b1654	grxD	True	G_b1654	ABE-0005527	EG12181	946169	16129612	b1654	grxD	JW1646	P0AC69
G_b3610	G_b3610	grxC	True	G_b3610	ABE-0011801	EG12294	948132	16131481	b3610	grxC	JW3585	P0AC62
G_b2675	G_b2675	nrdE	True	G_b2675	ABE-0008806	EG20257	947155	16130589	b2675	nrdE	ECK2669	P39452
G_b2676	G_b2676	nrdF	True	G_b2676	ABE-0008808	EG12381	947149	16130590	b2676	nrdF	ECK2670	P37146
G_b0849	G_b0849	grxA	True	G_b0849	ABE-0002893	EG10417	945479	16128817	b0849	grxA	grx	P68688
G_b1064	G_b1064	grxB	True	G_b1064	ABE-0003615	EG12688	946926	16129027	b1064	grxB	ECK1049	P0AC59
G_b4077	G_b4077	gltP	True	G_b4077	ABE-0013357	EG10405	948591	16131903	b4077	gltP	JW4038	P21345
G_b2789	G_b2789	gudP	True	G_b2789	ABE-0009139	EG13169	947265	16130696	b2789	gudP	ECK2783	Q46916
G_b3127	G_b3127	garP	True	G_b3127	ABE-0010279	EG12760	947642	16131019	b3127	garP	yhaU	P0AA80
G_b4515	G_b4515	cydX	True	G_b4515	ABE-0285036	EG14329	1450246	94541102	b4515	cydX	ybgT	P56100
G_b3213	G_b3213	gltD	True	G_b3213	ABE-0010547	EG10404	947723	16131103	b3213	gltD	ECK3203	P09832
G_b0733	G_b0733	cydA	True	G_b0733	ABE-0002499	EG10173	945341	90111166	b0733	cydA	JW0722	P0ABJ9
G_b1761	G_b1761	gdhA	True	G_b1761	ABE-0005865	EG10372	946802	16129715	b1761	gdhA	JW1750	P00370
G_b3212	G_b3212	gltB	True	G_b3212	ABE-0010545	EG10403	947724	308209621	b3212	gltB	JW3179	P09831
G_b0978	G_b0978	cbdA	True	G_b0978	ABE-0003300	EG11380	945585	16128944	b0978	cbdA	appC	P26459
G_b0734	G_b0734	cydB	True	G_b0734	ABE-0002501	EG10174	945347	16128709	b0734	cydB	JW0723	P0ABK2
G_b0979	G_b0979	cbdB	True	G_b0979	ABE-0003302	EG11379	947547	16128945	b0979	cbdB	ECK0970	P26458
G_b3739	G_b3739	atpI	True	G_b3739	ABE-0012224	EG10106	948251	90111645	b3739	atpI	ECK3732	P0ABC0
G_b3731	G_b3731	atpC	True	G_b3731	ABE-0012206	EG10100	948245	16131599	b3731	atpC	JW3709	P0A6E6
G_b3736	G_b3736	atpF	True	G_b3736	ABE-0012217	EG10103	948247	16131604	b3736	atpF	ECK3729	P0ABA0
G_b3732	G_b3732	atpD	True	G_b3732	ABE-0012208	EG10101	948244	16131600	b3732	atpD	uncD	P0ABB4
G_b3738	G_b3738	atpB	True	G_b3738	ABE-0012222	EG10099	948252	16131606	b3738	atpB	papD	P0AB98
G_b3733	G_b3733	atpG	True	G_b3733	ABE-0012211	EG10104	948243	16131601	b3733	atpG	JW3711	P0ABA6
G_b3737	G_b3737	atpE	True	G_b3737	ABE-0012220	EG10102	948253	16131605	b3737	atpE	papH	P68699
G_b3735	G_b3735	atpH	True	G_b3735	ABE-0012215	EG10105	948254	16131603	b3735	atpH	uncH	P0ABA4
G_b3734	G_b3734	atpA	True	G_b3734	ABE-0012213	EG10098	948242	16131602	b3734	atpA	JW3712	P0ABB0
G_b4088	G_b4088	alsB	True	G_b4088	ABE-0013398	EG12458	948604	16131914	b4088	alsB	yjcX	P39265
G_b4087	G_b4087	alsA	True	G_b4087	ABE-0013394	EG11959	948593	16131913	b4087	alsA	JW4048	P32721
G_b4086	G_b4086	alsC	True	G_b4086	ABE-0013392	EG11958	948594	16131912	b4086	alsC	ECK4079	P32720
G_b4265	G_b4265	idnT	True	G_b4265	ABE-0013969	EG12539	948798	16132087	b4265	idnT	JW4222	P39344
G_b2023	G_b2023	hisH	True	G_b2023	ABE-0006722	EG10450	946544	16129964	b2023	hisH	ECK2018	P60595
G_b2025	G_b2025	hisF	True	G_b2025	ABE-0006727	EG10448	946516	16129966	b2025	hisF	ECK2020	P60664
G_b3640	G_b3640	dut	True	G_b3640	ABE-0011899	EG10251	948607	16131511	b3640	dut	dnaS	P06968
G_b3772	G_b3772	ilvA	True	G_b3772	ABE-0012321	EG10493	948287	16131630	b3772	ilvA	ECK3764	P04968
G_b0048	G_b0048	folA	True	G_b0048	ABE-0000164	EG10326	944790	16128042	b0048	folA	JW0047	P0ABQ4
G_b1606	G_b1606	folM	True	G_b1606	ABE-0005364	EG13189	949096	16129564	b1606	folM	JW1598	P0AFS3
G_b3390	G_b3390	aroK	True	G_b3390	ABE-0011069	EG10081	2847759	90111581	b3390	aroK	JW5947	P0A6D7
G_b0388	G_b0388	aroL	True	G_b0388	ABE-0001353	EG10082	945031	16128373	b0388	aroL	JW0379	P0A6E1
G_b2975	G_b2975	glcA	True	G_b2975	ABE-0009763	EG12995	947259	16130875	b2975	glcA	yghK	Q46839
G_b0114	G_b0114	aceE	True	G_b0114	ABE-0000397	EG10024	944834	16128107	b0114	aceE	JW0110	P0AFG8
G_b3603	G_b3603	lldP	True	G_b3603	ABE-0011777	EG11961	948114	16131474	b3603	lldP	lctP	P33231
G_b0115	G_b0115	aceF	True	G_b0115	ABE-0000400	EG10025	944794	16128108	b0115	aceF	JW0111	P06959
G_b2818	G_b2818	argA	True	G_b2818	ABE-0009245	EG10063	947289	16130722	b2818	argA	Arg1	P0A6C5
G_b0451	G_b0451	amtB	True	G_b0451	ABE-0001564	EG11821	945084	16128436	b0451	amtB	ybaG	P69681
G_b4036	G_b4036	lamB	True	G_b4036	ABE-0013218	EG10528	948548	16131862	b4036	lamB	ECK4028	P02943
G_b0728	G_b0728	sucC	True	G_b0728	ABE-0002483	EG10981	945312	16128703	b0728	sucC	ECK0716	P0A836
G_b3829	G_b3829	metE	True	G_b3829	ABE-0012520	EG10584	948323	16131678	b3829	metE	metB12	P25665
G_b0729	G_b0729	sucD	True	G_b0729	ABE-0002485	EG10982	945314	16128704	b0729	sucD	ECK0717	P0AGE9
G_b4019	G_b4019	metH	True	G_b4019	ABE-0013140	EG10587	948522	16131845	b4019	metH	JW3979	P13009
G_b2476	G_b2476	purC	True	G_b2476	ABE-0008156	EG10791	946957	16130401	b2476	purC	ade	P0A7D7
G_b3389	G_b3389	aroB	True	G_b3389	ABE-0011067	EG10074	947927	16131267	b3389	aroB	JW3352	P07639
G_b3941	G_b3941	metF	True	G_b3941	ABE-0012897	EG10585	948432	16131779	b3941	metF	ECK3933	P0AEZ1
G_b1723	G_b1723	pfkB	True	G_b1723	ABE-0005748	EG10700	946230	49176138	b1723	pfkB	ECK1721	P06999
G_b0755	G_b0755	gpmA	True	G_b0755	ABE-0002563	EG11699	945068	16128723	b0755	gpmA	ECK0744	P62707
G_b3612	G_b3612	gpmM	True	G_b3612	ABE-0011818	EG12296	948130	16131483	b3612	gpmM	gpmI	P37689
G_b0529	G_b0529	folD	True	G_b0529	ABE-0001818	EG10328	945221	16128513	b0529	folD	JW0518	P24186
G_b3919	G_b3919	tpiA	True	G_b3919	ABE-0012799	EG11015	948409	16131757	b3919	tpiA	tpi	P0A858
G_b2914	G_b2914	rpiA	True	G_b2914	ABE-0009567	EG11443	947407	16130815	b2914	rpiA	ygfC	P0A7Z0
G_b2492	G_b2492	focB	True	G_b2492	ABE-0008206	EG14220	949032	16130417	b2492	focB	ECK2488	P77733
G_b0904	G_b0904	focA	True	G_b0904	ABE-0003073	EG11258	945513	16128871	b0904	focA	JW0887	P0AC23
G_b3870	G_b3870	glnA	True	G_b3870	ABE-0012640	EG10383	948370	16131710	b3870	glnA	JW3841	P0A9C5
G_b4090	G_b4090	rpiB	True	G_b4090	ABE-0013405	EG11827	948602	16131916	b4090	rpiB	ECK4083	P37351
G_b3748	G_b3748	rbsD	True	G_b3748	ABE-0012256	EG10817	948267	90111647	b3748	rbsD	rbsP	P04982
G_b3751	G_b3751	rbsB	True	G_b3751	ABE-0012264	EG10815	948261	16131619	b3751	rbsB	ECK3745	P02925
G_b3750	G_b3750	rbsC	True	G_b3750	ABE-0012261	EG10816	948262	16131618	b3750	rbsC	ECK3744	P0AGI1
G_b4230	G_b4230	ytfT	True	G_b4230	ABE-0013838	EG12520	948743	145698343	b4230	ytfT	ECK4225	P39328
G_b4227	G_b4227	ytfQ	True	G_b4227	ABE-0013829	EG12517	948746	16132049	b4227	ytfQ	ECK4223	P39325
G_b4231	G_b4231	yjfF	True	G_b4231	ABE-0013840	EG12439	948754	90111710	b4231	yjfF	JW5754	P37772
G_b3749	G_b3749	rbsA	True	G_b3749	ABE-0012259	EG10814	948264	16131617	b3749	rbsA	rbsT	P04983
G_b4485	G_b4485	ytfR	True	G_b4485	ABE-0174118	EG12518	2847725	49176475	b4485	ytfR	JW5752	Q6BEX0
G_b0810	G_b0810	glnP	True	G_b0810	ABE-0002766	EG10388	945621	16128778	b0810	glnP	ECK0799	P0AEQ6
G_b0809	G_b0809	glnQ	True	G_b0809	ABE-0002764	EG10389	945435	16128777	b0809	glnQ	ECK0798	P10346
G_b0811	G_b0811	glnH	True	G_b0811	ABE-0002771	EG10386	944872	16128779	b0811	glnH	ECK0800	P0AEQ3
G_b3927	G_b3927	glpF	True	G_b3927	ABE-0012828	EG10396	948422	16131765	b3927	glpF	ECK3919	P0AER0
G_b3959	G_b3959	argB	True	G_b3959	ABE-0012967	EG10064	948464	145698337	b3959	argB	ECK3950	P0A6C8
G_b2499	G_b2499	purM	True	G_b2499	ABE-0008230	EG10798	946975	16130424	b2499	purM	ECK2495	P08178
G_b1380	G_b1380	ldhA	True	G_b1380	ABE-0004619	EG13186	946315	16129341	b1380	ldhA	hslF	P52643
G_b4321	G_b4321	gntP	True	G_b4321	ABE-0014161	EG12563	948848	16132142	b4321	gntP	JW4284	P0AC94
G_b0954	G_b0954	fabA	True	G_b0954	ABE-0003229	EG10273	945568	16128921	b0954	fabA	JW0937	P0A6Q3
